user_id,ab_group,source,visit,product_view,add_to_cart,checkout,purchase,revenue
148,variant,organic,1,1,1,1,0,0.0
149,control,paid_social,1,1,1,0,0,0.0
150,variant,organic,1,1,0,0,0,0.0
151,variant,organic,1,1,0,0,0,0.0
152,variant,organic,1,1,0,0,0,0.0
153,variant,email,1,1,1,1,1,110.22
154,control,organic,1,0,0,0,0,0.0
155,control,organic,1,1,0,0,0,0.0
156,variant,paid_social,1,0,0,0,0,0.0
157,control,paid_social,1,0,0,0,0,0.0
158,control,organic,1,1,0,0,0,0.0
159,control,email,1,1,1,1,0,0.0
160,variant,paid_social,1,0,0,0,0,0.0
161,control,paid_social,1,1,0,0,0,0.0
162,control,organic,1,1,0,0,0,0.0
163,control,paid_social,1,1,1,0,0,0.0
164,control,search,1,1,0,0,0,0.0
165,control,organic,1,0,0,0,0,0.0
166,control,paid_social,1,0,0,0,0,0.0
167,control,organic,1,1,0,0,0,0.0
168,control,email,1,0,0,0,0,0.0
169,control,organic,1,1,0,0,0,0.0
170,control,email,1,0,0,0,0,0.0
171,variant,organic,1,0,0,0,0,0.0
172,control,paid_social,1,0,0,0,0,0.0
173,variant,search,1,1,0,0,0,0.0
174,control,organic,1,0,0,0,0,0.0
175,variant,paid_social,1,1,0,0,0,0.0
176,variant,organic,1,1,0,0,0,0.0
177,control,organic,1,1,1,1,0,0.0
178,variant,search,1,0,0,0,0,0.0
179,variant,organic,1,1,0,0,0,0.0
180,variant,search,1,1,1,0,0,0.0
181,control,organic,1,1,0,0,0,0.0
182,variant,organic,1,1,1,0,0,0.0
183,variant,search,1,1,0,0,0,0.0
184,control,paid_social,1,0,0,0,0,0.0
185,variant,organic,1,1,0,0,0,0.0
186,variant,paid_social,1,1,1,1,1,107.44
187,variant,organic,1,0,0,0,0,0.0
188,control,email,1,0,0,0,0,0.0
189,variant,organic,1,0,0,0,0,0.0
190,control,organic,1,0,0,0,0,0.0
191,variant,search,1,1,0,0,0,0.0
192,variant,organic,1,0,0,0,0,0.0
193,variant,organic,1,1,1,0,0,0.0
194,variant,paid_social,1,0,0,0,0,0.0
195,control,email,1,0,0,0,0,0.0
196,variant,email,1,0,0,0,0,0.0
197,control,search,1,0,0,0,0,0.0
198,variant,paid_social,1,1,0,0,0,0.0
199,control,search,1,1,1,0,0,0.0
200,variant,paid_social,1,0,0,0,0,0.0
201,variant,organic,1,1,0,0,0,0.0
202,control,email,1,1,1,1,0,0.0
203,control,organic,1,0,0,0,0,0.0
204,control,organic,1,1,0,0,0,0.0
205,control,email,1,0,0,0,0,0.0
206,variant,search,1,0,0,0,0,0.0
207,control,organic,1,1,0,0,0,0.0
208,control,organic,1,1,0,0,0,0.0
209,control,paid_social,1,1,1,0,0,0.0
210,variant,paid_social,1,0,0,0,0,0.0
211,variant,paid_social,1,1,0,0,0,0.0
212,variant,organic,1,1,0,0,0,0.0
213,variant,email,1,0,0,0,0,0.0
214,control,organic,1,1,1,1,1,111.69
215,variant,paid_social,1,1,0,0,0,0.0
216,control,paid_social,1,0,0,0,0,0.0
217,variant,organic,1,0,0,0,0,0.0
218,control,organic,1,1,0,0,0,0.0
219,control,email,1,1,1,0,0,0.0
220,control,email,1,1,0,0,0,0.0
221,control,organic,1,0,0,0,0,0.0
222,control,email,1,1,0,0,0,0.0
223,variant,organic,1,0,0,0,0,0.0
224,control,search,1,1,0,0,0,0.0
225,control,organic,1,1,1,0,0,0.0
226,control,email,1,1,0,0,0,0.0
227,control,organic,1,0,0,0,0,0.0
228,variant,paid_social,1,1,0,0,0,0.0
229,variant,search,1,1,0,0,0,0.0
230,control,organic,1,1,1,1,1,72.86
231,control,paid_social,1,0,0,0,0,0.0
232,control,organic,1,1,0,0,0,0.0
233,control,search,1,0,0,0,0,0.0
234,variant,organic,1,1,1,1,1,60.3
235,variant,paid_social,1,0,0,0,0,0.0
236,control,email,1,0,0,0,0,0.0
237,control,organic,1,1,1,1,1,125.07
238,control,organic,1,0,0,0,0,0.0
239,control,search,1,1,1,0,0,0.0
240,control,search,1,0,0,0,0,0.0
241,variant,email,1,1,0,0,0,0.0
242,variant,organic,1,1,1,1,1,13.63
243,control,paid_social,1,1,0,0,0,0.0
244,variant,search,1,1,0,0,0,0.0
245,variant,search,1,1,0,0,0,0.0
246,variant,search,1,1,1,1,0,0.0
247,control,organic,1,1,0,0,0,0.0
248,variant,organic,1,0,0,0,0,0.0
249,variant,organic,1,1,1,1,1,91.11
250,control,email,1,0,0,0,0,0.0
251,variant,organic,1,0,0,0,0,0.0
252,control,paid_social,1,1,0,0,0,0.0
253,variant,paid_social,1,1,0,0,0,0.0
254,control,paid_social,1,1,1,1,1,98.22
255,control,paid_social,1,0,0,0,0,0.0
256,variant,search,1,1,0,0,0,0.0
257,variant,paid_social,1,0,0,0,0,0.0
258,control,organic,1,0,0,0,0,0.0
259,control,paid_social,1,0,0,0,0,0.0
260,variant,search,1,1,0,0,0,0.0
261,variant,email,1,1,1,1,0,0.0
262,variant,search,1,0,0,0,0,0.0
263,variant,search,1,0,0,0,0,0.0
264,control,paid_social,1,0,0,0,0,0.0
265,control,search,1,0,0,0,0,0.0
266,control,email,1,0,0,0,0,0.0
267,variant,paid_social,1,1,1,1,0,0.0
268,variant,organic,1,0,0,0,0,0.0
269,control,email,1,0,0,0,0,0.0
270,control,search,1,1,1,1,1,128.95
271,control,paid_social,1,1,0,0,0,0.0
272,control,email,1,0,0,0,0,0.0
273,control,organic,1,0,0,0,0,0.0
274,control,paid_social,1,1,0,0,0,0.0
275,variant,search,1,1,1,1,0,0.0
276,control,organic,1,0,0,0,0,0.0
277,control,search,1,1,0,0,0,0.0
278,control,organic,1,1,0,0,0,0.0
279,control,organic,1,0,0,0,0,0.0
280,control,paid_social,1,1,0,0,0,0.0
281,control,paid_social,1,0,0,0,0,0.0
282,control,organic,1,1,0,0,0,0.0
283,variant,email,1,1,0,0,0,0.0
284,control,paid_social,1,1,0,0,0,0.0
285,variant,organic,1,1,0,0,0,0.0
286,variant,organic,1,1,0,0,0,0.0
287,variant,search,1,0,0,0,0,0.0
288,control,paid_social,1,1,0,0,0,0.0
289,control,organic,1,0,0,0,0,0.0
290,control,organic,1,1,0,0,0,0.0
291,control,paid_social,1,0,0,0,0,0.0
292,control,organic,1,0,0,0,0,0.0
293,control,search,1,1,0,0,0,0.0
294,control,email,1,1,0,0,0,0.0
295,control,organic,1,0,0,0,0,0.0
296,control,email,1,0,0,0,0,0.0
297,control,email,1,1,0,0,0,0.0
298,variant,email,1,1,0,0,0,0.0
299,control,email,1,0,0,0,0,0.0
300,control,search,1,0,0,0,0,0.0
301,control,paid_social,1,1,0,0,0,0.0
302,variant,paid_social,1,0,0,0,0,0.0
303,control,paid_social,1,1,0,0,0,0.0
304,control,email,1,1,0,0,0,0.0
305,variant,organic,1,0,0,0,0,0.0
306,control,organic,1,0,0,0,0,0.0
307,variant,organic,1,1,1,1,1,49.43
308,variant,search,1,1,0,0,0,0.0
309,variant,search,1,0,0,0,0,0.0
310,variant,paid_social,1,0,0,0,0,0.0
311,control,organic,1,0,0,0,0,0.0
312,variant,search,1,1,1,0,0,0.0
313,variant,organic,1,1,0,0,0,0.0
314,control,paid_social,1,1,0,0,0,0.0
315,control,paid_social,1,0,0,0,0,0.0
316,control,email,1,1,0,0,0,0.0
317,variant,paid_social,1,0,0,0,0,0.0
318,control,paid_social,1,1,0,0,0,0.0
319,variant,search,1,1,0,0,0,0.0
320,variant,paid_social,1,0,0,0,0,0.0
321,control,organic,1,1,1,0,0,0.0
322,control,paid_social,1,0,0,0,0,0.0
323,control,email,1,1,1,0,0,0.0
324,control,paid_social,1,1,1,0,0,0.0
325,control,search,1,0,0,0,0,0.0
326,control,email,1,0,0,0,0,0.0
327,variant,search,1,1,0,0,0,0.0
328,variant,search,1,1,1,1,1,52.31
329,control,search,1,0,0,0,0,0.0
330,variant,email,1,1,0,0,0,0.0
331,variant,email,1,0,0,0,0,0.0
332,variant,email,1,1,0,0,0,0.0
333,variant,search,1,0,0,0,0,0.0
334,variant,paid_social,1,1,0,0,0,0.0
335,variant,organic,1,1,1,1,1,74.9
336,control,paid_social,1,0,0,0,0,0.0
337,control,email,1,1,0,0,0,0.0
338,control,email,1,0,0,0,0,0.0
339,variant,paid_social,1,1,0,0,0,0.0
340,control,paid_social,1,1,0,0,0,0.0
341,control,organic,1,1,0,0,0,0.0
342,control,paid_social,1,0,0,0,0,0.0
343,variant,search,1,1,0,0,0,0.0
344,control,paid_social,1,1,0,0,0,0.0
345,variant,organic,1,0,0,0,0,0.0
346,control,paid_social,1,1,1,1,1,108.93
347,control,organic,1,1,0,0,0,0.0
348,control,email,1,1,1,1,0,0.0
349,variant,paid_social,1,1,1,1,1,168.12
350,variant,email,1,1,0,0,0,0.0
351,variant,organic,1,0,0,0,0,0.0
352,variant,organic,1,0,0,0,0,0.0
353,variant,search,1,1,0,0,0,0.0
354,control,search,1,0,0,0,0,0.0
355,control,paid_social,1,1,0,0,0,0.0
356,variant,organic,1,1,0,0,0,0.0
357,variant,organic,1,0,0,0,0,0.0
358,control,search,1,1,0,0,0,0.0
359,variant,organic,1,1,0,0,0,0.0
360,control,organic,1,0,0,0,0,0.0
361,variant,search,1,1,0,0,0,0.0
362,control,organic,1,1,0,0,0,0.0
363,variant,organic,1,1,1,1,1,95.73
364,variant,organic,1,1,1,0,0,0.0
365,control,email,1,1,0,0,0,0.0
366,control,paid_social,1,0,0,0,0,0.0
367,variant,email,1,1,1,0,0,0.0
368,variant,organic,1,0,0,0,0,0.0
369,control,search,1,1,0,0,0,0.0
370,variant,organic,1,1,0,0,0,0.0
371,control,paid_social,1,1,0,0,0,0.0
372,control,search,1,1,0,0,0,0.0
373,variant,search,1,1,0,0,0,0.0
374,control,search,1,1,0,0,0,0.0
375,control,search,1,1,0,0,0,0.0
376,variant,organic,1,1,0,0,0,0.0
377,control,paid_social,1,1,0,0,0,0.0
378,control,paid_social,1,0,0,0,0,0.0
379,control,email,1,1,0,0,0,0.0
380,control,organic,1,0,0,0,0,0.0
381,variant,email,1,1,1,0,0,0.0
382,control,paid_social,1,1,0,0,0,0.0
383,variant,search,1,1,0,0,0,0.0
384,control,organic,1,0,0,0,0,0.0
385,variant,paid_social,1,0,0,0,0,0.0
386,control,search,1,0,0,0,0,0.0
387,variant,paid_social,1,0,0,0,0,0.0
388,control,email,1,1,0,0,0,0.0
389,control,search,1,0,0,0,0,0.0
390,control,paid_social,1,0,0,0,0,0.0
391,control,email,1,1,1,1,1,66.39
392,variant,search,1,0,0,0,0,0.0
393,variant,search,1,0,0,0,0,0.0
394,control,organic,1,0,0,0,0,0.0
395,variant,paid_social,1,0,0,0,0,0.0
396,control,search,1,0,0,0,0,0.0
397,control,email,1,0,0,0,0,0.0
398,variant,organic,1,1,1,1,1,69.53
399,variant,organic,1,1,0,0,0,0.0
400,variant,paid_social,1,1,0,0,0,0.0
401,control,organic,1,1,0,0,0,0.0
402,control,search,1,1,0,0,0,0.0
403,variant,search,1,0,0,0,0,0.0
404,control,paid_social,1,1,0,0,0,0.0
405,variant,email,1,0,0,0,0,0.0
406,variant,paid_social,1,0,0,0,0,0.0
407,variant,search,1,0,0,0,0,0.0
408,variant,organic,1,1,0,0,0,0.0
409,variant,paid_social,1,1,0,0,0,0.0
410,variant,email,1,1,0,0,0,0.0
411,control,organic,1,1,1,1,1,96.99
412,control,paid_social,1,0,0,0,0,0.0
413,variant,organic,1,1,0,0,0,0.0
414,variant,organic,1,0,0,0,0,0.0
415,variant,organic,1,1,1,0,0,0.0
416,control,organic,1,1,0,0,0,0.0
417,variant,email,1,0,0,0,0,0.0
418,variant,search,1,1,0,0,0,0.0
419,variant,organic,1,1,0,0,0,0.0
420,control,search,1,0,0,0,0,0.0
421,variant,organic,1,1,0,0,0,0.0
422,control,paid_social,1,0,0,0,0,0.0
423,control,organic,1,0,0,0,0,0.0
424,variant,organic,1,0,0,0,0,0.0
425,control,email,1,1,0,0,0,0.0
426,control,organic,1,0,0,0,0,0.0
427,control,search,1,1,0,0,0,0.0
428,variant,paid_social,1,1,1,0,0,0.0
429,control,organic,1,1,0,0,0,0.0
430,variant,search,1,1,1,0,0,0.0
431,variant,paid_social,1,1,0,0,0,0.0
432,variant,organic,1,1,0,0,0,0.0
433,control,organic,1,1,0,0,0,0.0
434,variant,organic,1,1,1,1,1,97.1
435,control,email,1,0,0,0,0,0.0
436,control,paid_social,1,1,1,0,0,0.0
437,control,organic,1,0,0,0,0,0.0
438,control,email,1,0,0,0,0,0.0
439,variant,organic,1,1,0,0,0,0.0
440,variant,organic,1,1,0,0,0,0.0
441,control,organic,1,1,1,1,1,45.96
442,variant,paid_social,1,0,0,0,0,0.0
443,variant,organic,1,0,0,0,0,0.0
444,variant,paid_social,1,0,0,0,0,0.0
445,control,email,1,1,1,1,1,51.15
446,variant,organic,1,0,0,0,0,0.0
447,control,organic,1,1,0,0,0,0.0
448,variant,paid_social,1,0,0,0,0,0.0
449,control,paid_social,1,1,0,0,0,0.0
450,control,email,1,0,0,0,0,0.0
451,control,paid_social,1,0,0,0,0,0.0
452,variant,organic,1,0,0,0,0,0.0
453,control,organic,1,1,0,0,0,0.0
454,variant,organic,1,0,0,0,0,0.0
455,control,search,1,1,0,0,0,0.0
456,variant,organic,1,1,0,0,0,0.0
457,control,organic,1,1,0,0,0,0.0
458,variant,paid_social,1,1,1,0,0,0.0
459,control,organic,1,0,0,0,0,0.0
460,control,paid_social,1,1,0,0,0,0.0
461,control,organic,1,1,0,0,0,0.0
462,variant,email,1,1,1,0,0,0.0
463,control,organic,1,0,0,0,0,0.0
464,control,email,1,1,0,0,0,0.0
465,control,organic,1,0,0,0,0,0.0
466,control,search,1,1,1,1,1,139.14
467,variant,organic,1,0,0,0,0,0.0
468,control,search,1,1,1,1,1,73.31
469,control,organic,1,0,0,0,0,0.0
470,variant,paid_social,1,1,0,0,0,0.0
471,variant,search,1,1,0,0,0,0.0
472,variant,paid_social,1,1,0,0,0,0.0
473,control,paid_social,1,0,0,0,0,0.0
474,variant,organic,1,0,0,0,0,0.0
475,variant,organic,1,0,0,0,0,0.0
476,variant,paid_social,1,1,1,1,1,91.16
477,control,organic,1,1,0,0,0,0.0
478,control,organic,1,1,0,0,0,0.0
479,control,organic,1,1,0,0,0,0.0
480,variant,organic,1,0,0,0,0,0.0
481,control,paid_social,1,1,1,0,0,0.0
482,variant,paid_social,1,1,0,0,0,0.0
483,variant,email,1,1,0,0,0,0.0
484,variant,paid_social,1,0,0,0,0,0.0
485,control,email,1,1,0,0,0,0.0
486,variant,search,1,0,0,0,0,0.0
487,variant,email,1,1,1,1,1,153.69
488,control,search,1,0,0,0,0,0.0
489,variant,search,1,1,0,0,0,0.0
490,variant,paid_social,1,1,0,0,0,0.0
491,variant,organic,1,0,0,0,0,0.0
492,control,organic,1,1,1,1,1,151.52
493,variant,email,1,0,0,0,0,0.0
494,control,email,1,0,0,0,0,0.0
495,control,search,1,1,0,0,0,0.0
496,variant,email,1,0,0,0,0,0.0
497,variant,email,1,0,0,0,0,0.0
498,variant,paid_social,1,0,0,0,0,0.0
499,variant,search,1,1,1,0,0,0.0
500,control,paid_social,1,1,0,0,0,0.0
501,control,paid_social,1,1,0,0,0,0.0
502,variant,organic,1,0,0,0,0,0.0
503,control,paid_social,1,0,0,0,0,0.0
504,variant,search,1,1,0,0,0,0.0
505,variant,paid_social,1,1,0,0,0,0.0
506,variant,email,1,0,0,0,0,0.0
507,variant,organic,1,0,0,0,0,0.0
508,control,organic,1,0,0,0,0,0.0
509,control,search,1,1,1,1,1,22.4
510,variant,search,1,1,0,0,0,0.0
511,variant,organic,1,1,0,0,0,0.0
512,control,paid_social,1,1,0,0,0,0.0
513,control,paid_social,1,0,0,0,0,0.0
514,control,email,1,1,1,0,0,0.0
515,variant,search,1,0,0,0,0,0.0
516,control,organic,1,1,1,0,0,0.0
517,variant,paid_social,1,0,0,0,0,0.0
518,variant,email,1,1,0,0,0,0.0
519,control,search,1,1,0,0,0,0.0
520,variant,search,1,1,0,0,0,0.0
521,control,organic,1,0,0,0,0,0.0
522,variant,email,1,0,0,0,0,0.0
523,variant,search,1,1,1,1,1,46.1
524,variant,search,1,0,0,0,0,0.0
525,variant,organic,1,0,0,0,0,0.0
526,variant,email,1,0,0,0,0,0.0
527,variant,search,1,0,0,0,0,0.0
528,control,email,1,1,0,0,0,0.0
529,control,paid_social,1,1,0,0,0,0.0
530,variant,organic,1,0,0,0,0,0.0
531,control,organic,1,0,0,0,0,0.0
532,variant,paid_social,1,1,1,1,1,111.72
533,control,paid_social,1,0,0,0,0,0.0
534,control,paid_social,1,1,0,0,0,0.0
535,variant,paid_social,1,0,0,0,0,0.0
536,control,search,1,1,1,0,0,0.0
537,variant,organic,1,0,0,0,0,0.0
538,control,organic,1,0,0,0,0,0.0
539,variant,email,1,0,0,0,0,0.0
540,control,paid_social,1,1,0,0,0,0.0
541,variant,paid_social,1,1,1,0,0,0.0
542,control,paid_social,1,0,0,0,0,0.0
543,variant,paid_social,1,0,0,0,0,0.0
544,control,organic,1,0,0,0,0,0.0
545,variant,paid_social,1,1,0,0,0,0.0
546,control,email,1,1,0,0,0,0.0
547,variant,paid_social,1,0,0,0,0,0.0
548,control,organic,1,0,0,0,0,0.0
549,variant,search,1,0,0,0,0,0.0
550,variant,paid_social,1,1,1,0,0,0.0
551,variant,organic,1,1,0,0,0,0.0
552,variant,email,1,1,0,0,0,0.0
553,control,organic,1,0,0,0,0,0.0
554,control,email,1,1,0,0,0,0.0
555,control,paid_social,1,1,0,0,0,0.0
556,variant,search,1,1,0,0,0,0.0
557,variant,paid_social,1,0,0,0,0,0.0
558,variant,organic,1,1,1,1,1,346.81
559,variant,search,1,1,0,0,0,0.0
560,variant,email,1,1,0,0,0,0.0
561,control,search,1,0,0,0,0,0.0
562,control,search,1,1,0,0,0,0.0
563,control,email,1,0,0,0,0,0.0
564,variant,organic,1,0,0,0,0,0.0
565,variant,organic,1,0,0,0,0,0.0
566,variant,organic,1,0,0,0,0,0.0
567,variant,search,1,1,1,0,0,0.0
568,variant,search,1,1,1,0,0,0.0
569,variant,search,1,1,0,0,0,0.0
570,variant,email,1,1,1,0,0,0.0
571,control,search,1,0,0,0,0,0.0
572,control,paid_social,1,0,0,0,0,0.0
573,variant,organic,1,0,0,0,0,0.0
574,variant,email,1,0,0,0,0,0.0
575,variant,organic,1,0,0,0,0,0.0
576,control,paid_social,1,0,0,0,0,0.0
577,control,organic,1,1,0,0,0,0.0
578,variant,organic,1,1,0,0,0,0.0
579,control,search,1,0,0,0,0,0.0
580,control,organic,1,0,0,0,0,0.0
581,control,email,1,0,0,0,0,0.0
582,variant,paid_social,1,1,0,0,0,0.0
583,control,search,1,1,0,0,0,0.0
584,control,search,1,1,0,0,0,0.0
585,variant,search,1,1,1,1,0,0.0
586,variant,email,1,0,0,0,0,0.0
587,control,organic,1,1,0,0,0,0.0
588,variant,organic,1,1,0,0,0,0.0
589,control,organic,1,1,1,0,0,0.0
590,control,email,1,1,1,0,0,0.0
591,variant,email,1,1,0,0,0,0.0
592,variant,organic,1,0,0,0,0,0.0
593,control,search,1,0,0,0,0,0.0
594,variant,organic,1,0,0,0,0,0.0
595,variant,organic,1,0,0,0,0,0.0
596,control,search,1,0,0,0,0,0.0
597,control,organic,1,1,0,0,0,0.0
598,control,paid_social,1,1,0,0,0,0.0
599,control,search,1,1,1,0,0,0.0
600,control,search,1,1,0,0,0,0.0
601,control,paid_social,1,1,1,0,0,0.0
602,variant,search,1,1,1,0,0,0.0
603,variant,paid_social,1,1,0,0,0,0.0
604,control,organic,1,0,0,0,0,0.0
605,variant,search,1,0,0,0,0,0.0
606,variant,organic,1,1,1,1,1,82.68
607,control,organic,1,0,0,0,0,0.0
608,variant,paid_social,1,0,0,0,0,0.0
609,variant,email,1,1,1,1,1,240.48
610,control,organic,1,0,0,0,0,0.0
611,variant,organic,1,1,0,0,0,0.0
612,variant,organic,1,1,1,1,1,39.22
613,control,paid_social,1,1,0,0,0,0.0
614,variant,paid_social,1,1,0,0,0,0.0
615,variant,organic,1,1,0,0,0,0.0
616,variant,search,1,1,0,0,0,0.0
617,control,search,1,0,0,0,0,0.0
618,control,search,1,0,0,0,0,0.0
619,variant,paid_social,1,0,0,0,0,0.0
620,variant,paid_social,1,0,0,0,0,0.0
621,control,paid_social,1,0,0,0,0,0.0
622,control,paid_social,1,1,1,0,0,0.0
623,variant,organic,1,0,0,0,0,0.0
624,control,search,1,0,0,0,0,0.0
625,variant,paid_social,1,1,1,1,1,79.64
626,variant,organic,1,1,0,0,0,0.0
627,control,organic,1,0,0,0,0,0.0
628,control,organic,1,1,0,0,0,0.0
629,variant,email,1,1,0,0,0,0.0
630,variant,organic,1,1,0,0,0,0.0
631,control,email,1,0,0,0,0,0.0
632,variant,paid_social,1,1,0,0,0,0.0
633,control,email,1,1,0,0,0,0.0
634,control,paid_social,1,1,1,1,0,0.0
635,control,email,1,0,0,0,0,0.0
636,control,organic,1,0,0,0,0,0.0
637,control,paid_social,1,1,1,0,0,0.0
638,variant,organic,1,1,0,0,0,0.0
639,control,paid_social,1,1,1,1,1,81.15
640,control,paid_social,1,0,0,0,0,0.0
641,control,search,1,0,0,0,0,0.0
642,control,paid_social,1,0,0,0,0,0.0
643,control,organic,1,1,1,0,0,0.0
644,control,search,1,1,1,1,0,0.0
645,control,paid_social,1,1,0,0,0,0.0
